bookID,title,authors,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher
35805,The Capture (Guardians of Ga'Hoole  #1),Kathryn Lasky,3.9,0439405572,9780439405577,eng,222,22125,1232,6/1/2003,Scholastic Paperbacks
17799,South of the Border  West of the Sun,Haruki Murakami/Philip Gabriel,3.87,0099448572,9780099448570,eng,190,59657,2612,12/1/2006,Vintage
7342,The Treason of Isengard: The History of The Lord of the Rings  Part Two (The History of Middle-earth  #7),J.R.R. Tolkien/Christopher Tolkien,4.17,0261102206,9780261102200,eng,465,102,5,2/4/2002,HarperCollins
25176,The Man With a Load of Mischief (Richard Jury  #1),Martha Grimes,3.99,0451410815,9780451410818,eng,272,14812,461,2/4/2003,Berkley Books
42337,The Moffats (The Moffats  #1),Eleanor Estes/Louis Slobodkin,4.0,0152025413,9780152025410,eng,212,9334,302,4/1/2001,Oddysey/Harcourt Young Classics
7142,On Crimes and Punishments,Cesare Beccaria/David Young,3.92,0915144999,9780915144990,eng,129,1,0,11/1/1986,Hackett Publishing Company  Inc.
1744,Tibullus: A Commentary,Michael C.J. Putnam,3.71,0806115602,9780806115603,eng,222,7,1,11/15/1979,University of Oklahoma Press
6106,A Short History of Byzantium,John Julius Norwich,4.09,0679772693,9780679772699,eng,496,1772,142,12/29/1998,Vintage
2542,The History of the Siege of Lisbon,José Saramago/Giovanni Pontiero,3.81,0156006243,9780156006248,eng,314,331,62,9/1/1998,Mariner Books
17384,Amor Y Respeto/love And Respect: El Respeto Que El Desesperadamente Necesita/ The Love She Most Desires And The Respect He Desperately Needs,Emerson Eggerichs,4.18,1591855101,9781591855101,spa,292,13,0,5/6/2005,Casa Creacion
2348,An Introduction to Old Norse,E.V. Gordon/A.R. Taylor,4.1,0198111843,9780198111849,eng,412,104,7,7/23/1981,Oxford University Press
6466,George Washington's Rules of Civility & Decent Behavior in Company and Conversation (Little Books of Wisdom),George Washington,4.08,155709103X,9781557091031,eng,30,835,113,8/1/1989,Applewood Books
13180,The Private Parts of Women,Lesley Glaister,3.8,0747526036,9780747526032,eng,288,22,3,9/1/2002,Bloomsbury Publishing PLC
28819,Writings 1902-1910: The Varieties of Religious Experience / Pragmatism / A Pluralistic Universe / The Meaning of Truth / Some Problems of Philosophy / Essays,William  James/Bruce Kuklick,4.21,0940450380,9780940450387,eng,1379,372,11,2/1/1988,Library of America
30347,The Alibi,Sandra Brown,4.04,0446618675,9780446618670,eng,564,20164,523,11/1/2006,Hachette Books
24658,The Prose Edda,Snorri Sturluson/Jesse L. Byock,4.17,0140447555,9780140447552,eng,180,8625,321,7/28/2005,Penguin Classics
26009,Glamorama,Bret Easton Ellis,3.46,3453190149,9783453190146,ger,832,46,0,2/22/2010,KiWi
10441,The Memory Keeper's Daughter,Kim Edwards,3.67,0143037145,9780143037149,eng,401,535636,17550,5/30/2006,Penguin Books
24733,Descent of Man,T. Coraghessan Boyle,3.96,0140299947,9780140299946,eng,240,605,44,7/27/1990,Penguin Books
35440,Star Wars: Clone Wars  Volume 6: On the Fields of Battle,John Ostrander/Jan Duursema,4.04,1593073526,9781593073527,eng,168,487,18,8/2/2005,Dark Horse Books
27309,The Battle for God: A History of Fundamentalism,Karen Armstrong,3.93,0345391691,9780345391698,eng,480,5677,254,1/30/2001,Ballantine Books
29999,The Maltese Falcon,Dashiell Hammett,3.91,0752865331,9780752865331,eng,213,69254,2997,3/1/2005,Orion
26780,Mandie and the Abandoned Mine (Mandie  #8),Lois Gladys Leppard,3.96,0871239329,9780871239327,eng,160,1369,17,5/1/1987,Bethany House Publishers
31818,The Philosophy of Andy Warhol (From A to B and Back Again),Andy Warhol,3.74,0156717204,9780156717205,eng,272,33697,402,4/6/1977,Mariner Books
18144,Ohio Class (Silent Service #5),H. Jay Riker,3.84,0060524391,9780060524395,eng,416,44,4,7/25/2006,Avon
40496,How Green Was My Valley,Richard Llewellyn,4.18,0141185856,9780141185859,eng,448,12351,1041,6/28/2001,Penguin Classics
25041,The Case of the Snowboarding Superstar (Jigsaw Jones  #29),James Preller/R.W. Alley/Jamie  Smith,3.98,0439793955,9780439793957,en-US,80,123,13,1/1/2006,Scholastic
3462,The Rescue,Nicholas Sparks,4.11,0446696129,9780446696128,eng,352,154933,3141,4/1/2005,Grand Central Publishing
28436,Strategies of Containment: A Critical Appraisal of American National Security Policy During the Cold War,John Lewis Gaddis,4.03,019517447X,9780195174472,en-US,484,552,26,7/1/2005,Oxford University Press  USA
26206,Me vs. Me,Sarah Mlynowski,3.67,0373895887,9780373895885,eng,311,1725,120,7/25/2006,Red Dress Ink
30230,Anita Blake  Vampire Hunter Collection 1-4 (Anita Blake  Vampire Hunter  #1-4),Laurell K. Hamilton,4.54,0515136174,9780515136173,eng,1256,3320,36,2/25/2003,Jove
10585,Insomnia,Stephen King/Bettina Blanch Tyroller,3.82,8497597729,9788497597722,spa,890,117901,2028,2/28/2005,Debolsillo
28958,Ein Sommernachtsspiel,Kate Atkinson,3.72,3453152530,9783453152533,ger,410,1,0,6/1/1999,Heyne
2547,The Prophet,Kahlil Gibran/جبران خليل جبران/Jihad El,4.23,000100039X,9780001000391,eng,127,184293,5418,1/1/2010,Rupa & Co
43491,Child of Darkness (Gemini  #3),V.C. Andrews,3.81,1416500502,9781416500506,eng,400,19,4,3/15/2005,Gallery Books
15763,Dark Rivers of the Heart / Sole Survivor / Intensity,Dean Koontz,4.41,0970998716,9780970998712,eng,700,602,10,10/25/2001,Bright Sky Press
42512,We Were Soldiers Once... and Young: Ia Drang - The Battle that Changed the War in Vietnam,Harold G. Moore/Joseph L. Galloway,4.31,034547581X,9780345475817,eng,480,21876,451,11/23/2004,Presidio Press
32936,Goodnight Moon 123: A Counting Book (Over the Moon),Margaret Wise Brown/Clement Hurd,3.57,0061125938,9780061125935,eng,32,198,22,7/1/2007,HarperCollins Publishers
28428,The Secret Swan,Shana Abe,3.67,0553582003,9780553582000,eng,393,695,51,4/3/2001,Bantam
27200,Sailing the Wine-Dark Sea: Why the Greeks Matter,Thomas Cahill,3.77,0385495544,9780385495547,eng,352,2470,233,7/27/2004,Anchor
13593,ヒカルの碁 18、番外編,Yumi Hotta/Yumi Hotta,4.11,4088732898,9784088732893,jpn,211,275,7,8/2/2002,集英社
8742,The Last Temptation,Nikos Kazantzakis/Peter A. Bien,4.16,0571178561,9780571178568,eng,589,114,14,11/10/1995,Faber  Faber
14595,Please Kill Me: The Uncensored Oral History of Punk,Legs McNeil/Gillian McCain,4.16,0802142648,9780802142641,eng,452,25094,937,4/13/2006,Grove Press
23057,Camera Lucida: Reflections on Photography,Roland Barthes/Richard Howard,3.97,0795000375,9780795000379,eng,119,75,5,6/1/2001,Hill and Wang
10714,Good as Gold,Joseph Heller,3.36,0684839741,9780684839745,eng,445,2631,100,11/12/1997,Simon  Schuster
3635,The Dream Giver,Bruce H. Wilkinson/David Kopp/Heather Harpham Kopp,4.26,159052201X,9781590522011,eng,157,5044,316,9/3/2003,Multnomah Books
43375,Unacknowledged Legislation: Writers in the Public Sphere,Christopher Hitchens,4.01,1859843832,9781859843833,eng,430,211,16,1/1/2002,Verso
4370,Catfish and Mandala: A Two-Wheeled Voyage Through the Landscape and Memory of Vietnam,Andrew X. Pham,3.96,0312267177,9780312267179,en-US,344,4820,524,9/2/2000,Picador USA
23793,The Dark Descent,David G. Hartwell/Clive Barker/Ray Bradbury/John Collier/Shirley Jackson/Stephen King/Joyce Carol Oates,4.25,0312862172,9780312862176,eng,1011,1991,65,1/15/1997,Tor Books
19912,Master of Dragons (Mageverse #5),Angela Knight,4.22,0425214249,9780425214244,eng,293,3190,56,6/5/2007,Berkley Sensation
182,Literature Circle Guide: A Wrinkle in Time,Tara MacCarthy,3.6,043927169X,9780439271691,eng,32,15,0,1/1/2002,Teaching Resources
22508,The Making of a Philosopher: My Journey Through Twentieth-Century Philosophy,Colin McGinn,3.65,0060957603,9780060957605,eng,256,226,31,7/8/2003,Harper Perennial
36461,Proof of Concept,Larry Young/Damian Couceiro/Kieron Dwyer,3.0,1932051295,9781932051292,eng,134,6,1,1/18/2005,AIT Planet Lar
40007,Hannibal Crosses the Alps: The Invasion of Italy & the Second Punic War,John Prevas,3.83,0306810700,9780306810701,en-US,256,91,11,9/17/2001,Da Capo Press
30629,Cartas del diablo a su sobrino,C.S. Lewis/Miguel Marias,4.22,006114004X,9780061140044,spa,144,409,54,3/14/2006,HarperOne
2113,The Journals of Ayn Rand,Ayn Rand/Leonard Peikoff/David Harriman,3.94,0452278872,9780452278875,eng,752,317,14,8/1/1999,NAL
39963,A Long Way from Chicago (A Long Way from Chicago  #1),Richard Peck,3.94,0142401102,9780142401101,eng,160,30141,2106,4/12/2004,Puffin Books
30353,Tidings of Great Joy,Sandra Brown,3.62,0553576003,9780553576009,eng,231,1707,74,11/2/1999,Bantam
2557,De Kooning: An American Master,Mark Stevens/Annalyn Swan,4.11,0375711163,9780375711169,eng,732,2732,105,4/4/2006,Knopf Publishing Group
16208,The Turn of the Screw/Daisy Miller,Henry James,3.61,0440391547,9780440391548,eng,192,959,55,8/1/1954,Laurel
10879,The Gonzo Way: A Celebration of Dr. Hunter S. Thompson,Anita Thompson,3.96,1555916228,9781555916220,en-US,112,1052,36,7/1/2007,Fulcrum Publishing
14106,Grammar Snobs Are Great Big Meanies: A Guide to Language for Fun and Spite,June Casagrande,3.78,0143036831,9780143036838,eng,199,774,157,3/28/2006,Penguin Books
11880,A Book of Blue Flowers,Robert L. Geneve,3.83,0881927694,9780881927696,eng,327,0,0,2/1/2006,Timber Press (OR)
30300,The Last Days of Socrates,Plato/Hugh Tredennick/Harold Tarrant,4.08,0140449280,9780140449280,eng,256,1686,111,3/27/2003,Penguin Classics
1934,Little Women,Louisa May Alcott,4.07,0451529308,9780451529305,eng,449,1479727,18458,4/6/2004,Signet Classics
42432,God Emperor of Dune (Dune Chronicles #4),Frank Herbert,3.84,0575075066,9780575075061,eng,454,51343,896,3/13/2003,Victor Gollancz
42001,Falling for You,Jill Mansell,3.8,0755304853,9780755304851,eng,448,4816,143,8/16/2004,Headline Review
16297,Cards on the Table (Hercule Poirot  #15),Agatha Christie,3.92,0425205959,9780425205952,eng,324,25236,1046,7/5/2005,Berkley
13196,Quiver,Stephanie Spinner,3.51,0440238196,9780440238195,en-US,177,837,95,4/12/2005,Laurel-Leaf Books
41053,No Cherubs for Melanie,James  Hawkins,4.0,1550023926,9781550023923,eng,394,8,1,10/1/2002,Dundurn
5205,A Map of the World,Jane Hamilton/Frank  Muller/C.J. Critt,3.81,0385720106,9780385720106,en-GB,400,68554,1476,12/3/1999,Anchor Books
16131,The House of Morgan: An American Banking Dynasty and the Rise of Modern Finance,Ron Chernow,4.07,0802138292,9780802138293,eng,812,5110,281,9/20/2001,Grove Press
30923,Scoop (Occupational Hazards  #1),Rene Gutteridge,3.61,1400071577,9781400071579,eng,352,460,53,10/10/2006,WaterBrook
7113,The King in the Window,Adam Gopnik/Omar Rayyan,3.6,0786838949,9780786838943,en-US,410,805,108,10/15/2006,Miramax Books
3466,The Wedding (The Notebook  #2),Nicholas Sparks,3.99,0446615862,9780446615860,eng,276,126629,5295,8/1/2005,Vision
29031,Twelve Ordinary Men,John F. MacArthur Jr.,4.21,0849917735,9780849917738,en-US,224,2409,232,11/18/2002,Thomas Nelson
25246,Hegel: A Very Short Introduction,Peter Singer,3.86,019280197X,9780192801975,eng,131,1141,122,12/6/2001,Oxford University Press
865,The Alchemist,Paulo Coelho/Alan R. Clarke/Özdemir İnce,3.86,0061122416,9780061122415,eng,197,1631221,55843,5/1/1993,HarperCollins
5755,The Language Instinct: How the Mind Creates Language,Steven Pinker,4.03,0060958332,9780060958336,eng,448,15441,693,11/7/2000,Harper Perennial Modern Classics
33013,Far from the Madding Crowd,Thomas Hardy/Margaret Drabble,3.94,037575797X,9780375757976,eng,465,324,40,12/11/2001,Modern Library
3574,Anne of Avonlea,L.M. Montgomery/Susan O'Malley,4.23,0786180307,9780786180301,eng,8,63,8,12/1/1998,Blackstone Audiobooks
10205,Poems New and Collected,Wisława Szymborska/Clare Cavanagh,4.43,0156011468,9780156011464,eng,296,2561,120,11/16/2000,Mariner Books
18596,By Myself and Then Some,Lauren Bacall,3.95,0061127914,9780061127915,eng,512,2799,170,10/31/2006,It Books
25033,Common Herbs for Natural Health,Juliette De Bairacli Levy/Heather  Wood,4.45,0961462094,9780961462093,eng,223,113,7,4/11/1996,Ash Tree Publishing
44128,Blackout (Kat Bronsky #2),John J. Nance,3.96,0330481916,9780330481915,eng,672,572,36,12/9/2000,Pan Books
35983,The Horizontal World: Growing Up Wild in the Middle of Nowhere,Debra Marquart,3.77,1582433453,9781582433455,en-US,270,387,76,6/13/2006,Counterpoint LLC
2122,The Fountainhead,Ayn Rand/Leonard Peikoff,3.87,0451191153,9780451191151,eng,704,271754,10063,9/1/1996,Signet Book
39622,The Untamed One (Wild Wulfs of London  #2),Ronda Thompson,4.01,0312935749,9780312935740,eng,320,925,42,5/2/2006,St. Martin's Paperbacks
43338,The Night Awakens: A Mystery Writers of America Anthology,Mary Higgins Clark/Angela Zeman/Noreen Ayres/Sally Cabot Gunning/Joseph Hansen/Sarah Shankman/Nancy Pickard/Eleanor Taylor Bland/Brendan DuBois/Edward D. Hoch/Loren D. Estleman,3.51,0671519182,9780671519186,en-US,303,162,13,2/1/2000,Simon and Schuster
15881,Harry Potter and the Chamber of Secrets (Harry Potter  #2),J.K. Rowling/Mary GrandPré,4.42,0439064864,9780439064866,eng,341,2293963,34692,6/2/1999,Arthur A. Levine Books / Scholastic Inc.
2822,The Birth of Tragedy,Friedrich Nietzsche,3.98,1419154079,9781419154072,eng,84,32,0,6/17/2004,Kessinger Publishing
27424,Works of Hesiod and the Homeric Hymns,Hesiod/Daryl Hine,3.73,0226329658,9780226329659,eng,230,34,4,1/15/2005,University of Chicago Press
37027,Hoodwinked,Quentin Carter,4.43,0976234963,9780976234968,en-US,277,976,30,9/1/2005,Triple Crown Publications
12077,On Certainty,Ludwig Wittgenstein/G.E.M. Anscombe/George Henrik von Wright,4.16,0631169407,9780631169406,en-US,114,75,4,1/16/1991,Wiley-Blackwell
9475,Midnight for Charlie Bone (The Children of the Red King  #1),Jenny Nimmo,3.82,0439474299,9780439474290,eng,401,36853,1725,3/1/2003,Orchard Books
14271,Island: Collected Stories,Alistair MacLeod,4.19,0099422328,9780099422327,eng,448,837,102,9/5/2002,Vintage
5330,The Annotated Christmas Carol,Charles Dickens/Michael Patrick Hearn/John Leech,4.05,0393051587,9780393051582,eng,266,276,46,11/17/2004,W. W. Norton  Company
14362,Bless Me  Ultima,Rudolfo Anaya,3.77,0446675369,9780446675369,en-US,290,22435,1912,4/1/1999,Grand Central Publishing
11692,The Black Book,Orhan Pamuk/Maureen Freely/عین له غریب,3.91,1400078652,9781400078653,eng,466,6352,425,7/11/2006,Vintage
31916,Philosophy: The Classics,Nigel Warburton,3.89,0415356296,9780415356299,eng,257,337,26,7/9/1998,Routledge
13993,Joust (Dragon Jousters  #1),Mercedes Lackey,4.02,0756401534,9780756401535,eng,448,10113,263,3/2/2004,DAW
10208,Miracle Fair: Selected Poems,Wisława Szymborska/Joanna Trzeciak/Czesław Miłosz,4.42,0393323854,9780393323856,eng,159,482,47,11/17/2002,W. W. Norton  Company
28585,Judge Dredd (Audio Cassette),Neal Barrett Jr./Martha Banta,2.96,0553476793,9780553476798,eng,0,6,0,7/1/1995,Random House Audio
1067,1776,David McCullough,4.07,0743226720,9780743226721,eng,386,166916,6243,7/4/2006,Simon  Schuster
171,The Evidence-Based Social Work Skills Book,Barry R. Cournoyer,3.4,0205358624,9780205358625,eng,216,10,0,9/22/2003,Pearson
7679,The Terminal Man,Michael Crichton,3.36,0060092572,9780060092573,eng,266,21457,576,11/5/2002,Avon
27445,Reinventing Jesus: How Contemporary Skeptics Miss the Real Jesus and Mislead Popular Culture,J. Ed Komoszewski/Daniel B. Wallace/M. James Sawyer,4.2,082542982X,9780825429828,en-US,347,225,21,5/9/2006,Kregel Publications
7186,La Dame aux Camélias,Alexandre Dumas fils/David Coward,3.99,0192836382,9780192836380,eng,256,15211,411,3/30/2000,Oxford University Press
9355,Until I Find You,John Irving,3.63,0345479726,9780345479723,eng,820,22547,1371,5/30/2006,Ballantine Books
17279,The Feynman Lectures on Physics Vols 5-6,Richard P. Feynman,4.59,0738202835,9780738202839,en-US,12,22,0,11/3/2004,Basic Books
38530,Aftershock  (Sweet Valley High Super Edition  #12),Francine Pascal/Kate William,3.7,0553492365,9780553492361,eng,227,286,7,11/10/1998,Bantam
10583,Pet Sematary,Stephen King,3.98,1416524347,9781416524342,eng,576,257466,3768,11/1/2005,Pocket Books
12352,Mon épouse américaine,Ruth Ozeki/Florence Mortimer,3.96,2266104462,9782266104463,fre,445,3,0,4/19/2001,Pocket
10559,The Three Musketeers,Alexandre Dumas/Barbara T. Cooper,4.07,1593081480,9781593081485,eng,761,1149,147,11/25/2004,Barnes  Noble Classics
33896,Thirteen Moons,Charles Frazier,3.69,0375509321,9780375509322,eng,422,10534,1578,10/3/2006,Random House
15698,Caligula,Albert Camus/Pierre-Louis Rey/P. Morgan/E.T. Jones,4.08,2070386708,9782070386703,fre,224,6059,210,9/1/1993,Gallimard
30786,Verserade tankar,Lennart Hellsing/Fibben Hald,3.0,9177129334,9789177129332,swe,128,1,0,9/1/1999,Alfabeta Bokförlag
1572,Clouds/Wasps/Peace,Aristophanes/Jeffrey Henderson,4.07,0674995376,9780674995376,grc,624,69,10,12/15/1998,Loeb Classical Library/Harvard University Press
15566,The Elf Queen of Shannara (Heritage of Shannara  #3),Terry Brooks,4.04,1857238273,9781857238273,eng,416,26676,188,3/4/1998,Orbit
43073,Who Was Anne Frank?,Ann Abramson/Nancy Harrison,4.26,0448444828,9780448444826,eng,103,1953,293,1/18/2007,Penguin Workshop
25299,Investing in Real Estate,Andrew James McLean/Gary W. Eldred,3.82,0471741205,9780471741206,eng,314,200,12,11/1/2005,John Wiley & Sons
8206,The Laughing Jesus: Religious Lies and Gnostic Wisdom,Tim Freke/Peter Gandy,3.96,140008279X,9781400082797,en-US,276,346,31,6/27/2006,Harmony
8801,The Burgess Bird Book for Children,Thornton W. Burgess/Louis Agassiz Fuertes,4.31,0486428400,9780486428406,eng,260,1253,54,4/23/2003,Dover Publications
9300,Watermelon (Walsh Family  #1),Marian Keyes,3.78,0099489988,9780099489986,eng,520,65441,1233,7/7/2005,Arrow
41468,Dewdrops on a Lotus Leaf: Zen Poems of Ryokan,Ryōkan/John   Stevens,4.58,1590301080,9781590301081,eng,120,183,19,4/13/2004,Shambhala
17341,The Collected Letters of C.S. Lewis  Volume 3: Narnia  Cambridge  and Joy  1950 - 1963,C.S. Lewis/Walter Hooper,4.47,0060819227,9780060819224,eng,1840,144,16,1/9/2007,HarperOne
3765,Octopussy & the Living Daylights (James Bond  #14),Ian Fleming,3.55,0142003298,9780142003299,eng,120,5074,211,4/6/2004,Penguin Books
23158,The Age of Access: The New Culture of Hypercapitalism  Where All of Life Is a Paid-For Experience,Jeremy Rifkin/Ralph Fowler,3.82,1585420824,9781585420827,eng,320,228,12,3/5/2001,Tarcher
26289,Trust Fund,Stephen W. Frey,3.72,0345428307,9780345428301,eng,358,607,22,1/2/2002,Fawcett Books
13215,Life Doesn't Frighten Me,Maya Angelou/Jean-Michel Basquiat/Sara Jane Boyers,4.41,1556702884,9781556702884,eng,32,1246,164,2/6/1996,Harry N. Abrams
12944,King Lear,William Shakespeare/Barbara A. Mowat/Paul Werstine,3.91,0743484959,9780743484954,eng,384,215,11,8/1/2005,Simon  Schuster
5167,Cane River,Lalita Tademy,4.06,0446678457,9780446678452,eng,522,42695,1845,4/1/2002,Grand Central Publishing
7585,Spring's Awakening,Frank Wedekind/Eric Bentley,3.8,1557832455,9781557832450,eng,126,3378,137,4/1/2000,Applause Books
25403,The Orange Girl,Jostein Gaarder/James Anderson,3.92,0753819929,9780753819920,eng,151,12162,709,7/6/2005,Phoenix
36706,The Oxford Dictionary of Quotations,Elizabeth Knowles,4.2,0198601735,9780198601739,en-US,1536,37,2,11/25/1999,Oxford University Press  USA
30348,A Whole New Light,Sandra Brown,3.55,055329783X,9780553297836,eng,227,2955,203,8/26/2008,Bantam (Fanfare Imprint)
8540,Blood Sport,Dick Francis,3.89,0425199169,9780425199169,eng,288,4600,113,11/2/2004,G.P. Putnam's Sons
5209,The Meanest Thing To Say,Bill Cosby/Varnette P. Honeywood/Varnette Hon Eywood,3.54,0590956167,9780590956161,eng,40,990,55,9/1/1997,Cartwheel
34596,Treasure of Khan (Dirk Pitt  #19),Clive Cussler/Dirk Cussler,3.91,0399153691,9780399153693,eng,552,10987,332,11/28/2006,G.P. Putnam's Sons
28760,Magic's Promise (Valdemar: Last Herald-Mage #2),Mercedes Lackey,4.21,0886774012,9780886774011,eng,320,18141,278,1/2/1990,DAW Books Inc
19331,Beatrix Potter's Journal,Beatrix Potter,4.36,0723258058,9780723258056,eng,32,350,42,10/19/2006,Warne
28336,La disparition,Georges Perec,3.8,207071523X,9782070715237,fre,319,261,28,12/31/1990,Gallimard
7677,Jurassic Park (Jurassic Park  #1),Michael Crichton,4.02,030734813X,9780307348135,spa,480,451443,3647,4/4/2006,Plaza y Janes
28947,Familienalbum,Kate Atkinson,3.96,3453212630,9783453212633,ger,507,2,0,1/1/2002,Heyne
35710,Margot Fonteyn,Meredith Daneman,4.03,0140165304,9780140165302,eng,704,256,17,8/4/2005,Penguin
21782,Heat,William Goldman,3.37,0446300004,9780446300001,eng,244,242,17,9/1/1986,Warner Books (NY)
32523,Hide (Detective D.D. Warren  #2),Lisa Gardner,4.16,0553804324,9780553804324,eng,375,26891,1501,1/30/2007,Bantam Books
2535,The Stone Raft,José Saramago/Giovanni Pontiero,3.8,0156004011,9780156004015,en-US,292,308,30,6/14/1996,Mariner Books
17506,La gata perdida = The Missing Cat (Las Aventuras de Nicolas = Adventures with Nicholas),Chris L. Demarest/Berlitz Publishing Company,4.14,9812468234,9789812468239,spa,64,0,0,8/15/2006,Berlitz Kids
27277,Glass House,Philip Johnson/Toshio Nakamura,4.0,1580931863,9781580931861,eng,256,14,2,5/10/2007,The Monacelli Press
24779,The Castle of Llyr (The Chronicles of Prydain  #3),Lloyd Alexander,4.08,0805080503,9780805080506,eng,174,30401,723,5/16/2006,Square Fish
43098,The Communist Manifesto,Karl Marx/Friedrich Engels/Eric Hobsbawm,3.55,1859848982,9781859848982,eng,88,309,38,5/1/1998,Verso
1898,Into Thin Air: A Personal Account of the Mount Everest Disaster,Jon Krakauer,4.17,0385494785,9780385494786,eng,368,351406,11701,10/19/1999,Anchor Books
6414,Mother God: The Feminine Principle to Our Creator,Sylvia Browne,4.05,1401903096,9781401903091,en-US,128,469,30,2/1/2004,Hay House
39795,The Dogs of Riga (Kurt Wallander  #2),Henning Mankell/Laurie Thompson,3.72,1400031524,9781400031528,eng,326,17060,1016,4/13/2004,Vintage Crime/Black Lizard
43758,The Queen of the Damned (The Vampire Chronicles  #3),Anne Rice,3.89,0345419626,9780345419620,eng,448,121794,1667,11/29/1997,Ballantine Books
22774,Slightly Settled (Slightly  #2),Wendy Markham,3.68,0373250479,9780373250479,en-US,312,4756,84,1/23/2004,Red Dress Ink
45358,The Hidden Smile of God: The Fruit of Affliction in the Lives of John Bunyan  William Cowper  and David Brainerd (The Swans Are Not Silent  #2),John Piper,4.34,1581342470,9781581342475,eng,175,675,61,1/15/2001,Crossway Books
27525,Armageddon: The Cosmic Battle of the Ages (Left Behind  #11),Tim LaHaye/Jerry B. Jenkins,4.03,0842332367,9780842332361,eng,395,15869,248,11/18/2003,Tyndale House Publishers
27427,The Eclogues of Virgil,Virgil/David Ferry,3.91,0374526966,9780374526962,eng,112,74,12,6/15/2000,Farrar  Straus & Giroux
18877,The Warrior Prophet (The Prince of Nothing  #2),R. Scott Bakker,3.95,1585677280,9781585677283,en-US,624,10570,221,10/25/2005,Overlook TP
2701,The Canterbury Tales (original-spelling edition),Geoffrey Chaucer/Jill Mann,3.49,014042234X,9780140422344,enm,1254,792,59,4/7/2005,Penguin Classics
18700,My Life  Volume I: The Early Years,Bill Clinton,3.82,1400096715,9781400096718,en-US,646,206,15,5/31/2005,Vintage
24089,The Ivy Tree,Carolyn Brown,4.24,0803494661,9780803494664,eng,192,20,1,2/1/2001,Montlake Romance
35407,Star Wars: The New Essential Guide to Alien Species,Ann Margaret Lewis/Helen Keier/Chris Trevas/William O'Connor,4.18,034547760X,9780345477606,eng,227,259,11,10/31/2006,Del Rey
9014,The Long Walk,Richard Bachman/Stephen King,4.11,0451196716,9780451196712,eng,370,94303,4453,4/1/1999,Signet
2051,The Simple Art of Murder,Raymond Chandler,4.16,0394757653,9780394757650,eng,384,4952,162,9/12/1988,Vintage Crime/Black Lizard
39400,The Perfect Wife,Lynsay Sands,3.86,084395499X,9780843954999,eng,354,2712,131,10/1/2005,Leisure Books
42808,P.S. I Love You (Sealed with a Kiss #4),Valerie Parv,2.83,0373033664,9780373033669,eng,192,23,1,4/24/1995,Harlequin Romance
24473,See How She Dies,Lisa Jackson,3.9,0821776053,9780821776056,eng,510,2949,146,8/1/2004,Zebra Books
43949,Left Foot Forward: A Year in the Life of a Journeyman Footballer,Garry Nelson,3.97,0747251827,9780747251828,eng,375,92,4,5/1/1996,Headline Book Publishing
27308,The Spiral Staircase: My Climb Out of Darkness,Karen Armstrong,3.99,0385721277,9780385721271,eng,306,5755,575,2/22/2005,Anchor
5214,Cry  the Beloved Country,Alan Paton,3.9,0743262174,9780743262170,eng,316,3140,383,11/1/2003,Scribner
35561,The Beatles' Story on Capitol Records  Part Two: The Albums,Bruce Spizer,4.72,0966264924,9780966264920,eng,264,29,0,1/1/2010,Four Ninety-Eight Productions
7035,Morality for Beautiful Girls (No. 1 Ladies' Detective Agency #3),Alexander McCall Smith,3.98,1400031362,9781400031368,eng,227,33028,1493,11/12/2002,Random House Anchor
19662,Tales from Firozsha Baag [Jan 01  2002] Mistry  Rohinton,Rohinton Mistry,3.94,0571218857,9780571218851,eng,250,83,17,1/1/2002,Faber and Faber & Penguin India
23598,The J.R.R. Tolkien Companion and Guide  Volume 1: Chronology,Christina Scull/Wayne G. Hammond,4.51,0618391029,9780618391028,eng,1002,40,2,11/2/2006,Houghton Mifflin Harcourt
30361,Not Even for Love,Erin St. Claire/Sandra Brown,3.49,044661291X,9780446612913,eng,208,1705,95,4/1/2004,Grand Central Publishing
22898,The Probable Future,Alice Hoffman,3.83,0345455916,9780345455918,eng,352,11910,965,6/1/2004,Ballantine Books
24905,Pilgermann,Russell Hoban,4.02,0747556407,9780747556404,en-GB,240,256,13,1/2/2002,Bloomsbury Publishing PLC
139,ebay Timesaving Techniques for Dummies,Marsha Collier,3.39,0764559915,9780764559914,en-US,391,22,1,5/31/2004,Wiley
10057,Sid and Nancy: Love Kills,Alex Cox/Abbe Wool,3.48,0571145450,9780571145454,eng,143,140,5,12/31/1986,Faber & Faber
9141,The Ballet Companion: A Dancer's Guide to the Technique  Traditions  and Joys of Ballet,Eliza Gaynor Minden,4.35,074326407X,9780743264075,eng,333,524,40,10/11/2005,Touchstone
44284,The Confident Child,Terri Apter,3.63,0393040585,9780393040586,eng,270,13,5,1/1/1997,W. W. Norton & Company
40076,Artful Paper Dolls: New Ways to Play with a Traditional Form,Terry  Taylor,4.07,1579907156,9781579907150,eng,144,59,5,8/1/2006,Lark Books
11026,Barnaby Rudge,Charles Dickens/John Bowen/Hablot Knight Browne,3.81,0140437282,9780140437287,eng,744,8156,366,2/27/2003,Penguin Books
34327,La Biblia de los Critales: Guia definitiva de los cristales (Cuerpo-Mente),Judy Hall,4.38,8484451143,9788484451143,spa,383,6,0,1/1/2006,Gaia Books
